date,拼音,ratio
2021/2/1,Guizhou,0.035846655
2021/2/1,Ningxia,0.00803178
2021/2/1,Qinghai,0.006149179
2021/2/1,Shaanxi,0.052514306
2021/2/1,Sichuan,0.098032461
2021/2/1,Tibet,0.003932439
2021/2/1,Xinjiang,0.02812651
2021/2/1,Yunnan,0.049256123
2021/3/1,Heilongjiang,0.015051015
2021/3/1,Jilin,0.0154926
2021/3/1,Liaoning,0.032673376
2021/3/1,Guangdong,0.049751417
2021/3/1,Guangxi,0.010121709
2021/3/1,Hainan,0.002581304
2021/3/1,Henan,0.024277873
2021/3/1,Hubei,0.018012605
2021/3/1,Hunan,0.018653602
2021/3/1,Anhui,0.037578925
2021/3/1,Beijing,0.035160502
2021/3/1,Fujian,0.042395885
2021/3/1,Hebei,0.034508261
2021/3/1,InnerMongolia,0.016652139
2021/3/1,Jiangsu,0.102053526
2021/3/1,Jiangxi,0.025928188
2021/3/1,Shandong,0.071203402
2021/3/1,Shanghai,0.037301787
2021/3/1,Shanxi,0.017683841
2021/3/1,Tianjin,0.013424129
2021/3/1,Zhejiang,0.064464777
2021/3/1,Chongqing,0.044646186
2021/3/1,Gansu,0.01643587
2021/3/1,Guizhou,0.032293345
2021/3/1,Ningxia,0.007235628
2021/3/1,Qinghai,0.00553964
2021/3/1,Shaanxi,0.04730881
2021/3/1,Sichuan,0.088314965
2021/3/1,Tibet,0.003542635
2021/3/1,Xinjiang,0.025338462
2021/3/1,Yunnan,0.044373596
2021/4/1,Heilongjiang,0.015367755
2021/4/1,Jilin,0.015606235
2021/4/1,Liaoning,0.032429242
2021/4/1,Guangdong,0.048211018
2021/4/1,Guangxi,0.00990202
2021/4/1,Hainan,0.002448165
2021/4/1,Henan,0.024260033
2021/4/1,Hubei,0.019102196
2021/4/1,Hunan,0.018170309
2021/4/1,Anhui,0.038911845
2021/4/1,Beijing,0.036361738
2021/4/1,Fujian,0.043331922
2021/4/1,Hebei,0.035437568
2021/4/1,InnerMongolia,0.017215698
2021/4/1,Jiangsu,0.104386882
2021/4/1,Jiangxi,0.026432042
2021/4/1,Shandong,0.073575005
2021/4/1,Shanghai,0.038015478
2021/4/1,Shanxi,0.018243918
2021/4/1,Tianjin,0.013822379
2021/4/1,Zhejiang,0.065348976
2021/4/1,Chongqing,0.043447811
2021/4/1,Gansu,0.01598804
2021/4/1,Guizhou,0.03055856
2021/4/1,Ningxia,0.006923974
2021/4/1,Qinghai,0.005244056
2021/4/1,Shaanxi,0.045600077
2021/4/1,Sichuan,0.084961422
2021/4/1,Tibet,0.003118165
2021/4/1,Xinjiang,0.024677582
2021/4/1,Yunnan,0.042899887
2021/5/1,Heilongjiang,0.014379018
2021/5/1,Jilin,0.014602155
2021/5/1,Liaoning,0.030342796
2021/5/1,Guangdong,0.047639485
2021/5/1,Guangxi,0.009784633
2021/5/1,Hainan,0.002419143
2021/5/1,Henan,0.023972435
2021/5/1,Hubei,0.018875742
2021/5/1,Hunan,0.017954903
2021/5/1,Anhui,0.038215799
2021/5/1,Beijing,0.035711307
2021/5/1,Fujian,0.04255681
2021/5/1,Hebei,0.034803669
2021/5/1,InnerMongolia,0.016907747
2021/5/1,Jiangsu,0.102519633
2021/5/1,Jiangxi,0.025959231
2021/5/1,Shandong,0.072258912
2021/5/1,Shanghai,0.037335466
2021/5/1,Shanxi,0.017917575
2021/5/1,Tianjin,0.013575127
2021/5/1,Zhejiang,0.064180028
2021/5/1,Chongqing,0.045548294
2021/5/1,Gansu,0.016760982
2021/5/1,Guizhou,0.032035913
2021/5/1,Ningxia,0.007258713
2021/5/1,Qinghai,0.00549758
2021/5/1,Shaanxi,0.047804611
2021/5/1,Sichuan,0.08906888
2021/5/1,Tibet,0.003268913
2021/5/1,Xinjiang,0.025870619
2021/5/1,Yunnan,0.044973881
2021/6/1,Heilongjiang,0.015938458
2021/6/1,Jilin,0.016185795
2021/6/1,Liaoning,0.033633547
2021/6/1,Guangdong,0.05121736
2021/6/1,Guangxi,0.010519489
2021/6/1,Hainan,0.002600828
2021/6/1,Henan,0.02577284
2021/6/1,Hubei,0.02029337
2021/6/1,Hunan,0.019303373
2021/6/1,Anhui,0.034179437
2021/6/1,Beijing,0.031939471
2021/6/1,Fujian,0.038061951
2021/6/1,Hebei,0.031127697
2021/6/1,InnerMongolia,0.015121947
2021/6/1,Jiangsu,0.091691486
2021/6/1,Jiangxi,0.023217411
2021/6/1,Shandong,0.064626909
2021/6/1,Shanghai,0.033392085
2021/6/1,Shanxi,0.016025117
2021/6/1,Tianjin,0.012141319
2021/6/1,Zhejiang,0.057401319
2021/6/1,Chongqing,0.050920984
2021/6/1,Gansu,0.018738038
2021/6/1,Guizhou,0.035814738
2021/6/1,Ningxia,0.008114921
2021/6/1,Qinghai,0.006146052
2021/6/1,Shaanxi,0.053443447
2021/6/1,Sichuan,0.09957508
2021/6/1,Tibet,0.0036545
2021/6/1,Xinjiang,0.028922211
2021/6/1,Yunnan,0.050278816
2021/7/1,Heilongjiang,0.017046651
2021/7/1,Jilin,0.016677618
2021/7/1,Liaoning,0.03449095
2021/7/1,Guangdong,0.051094294
2021/7/1,Guangxi,0.010413972
2021/7/1,Hainan,0.002632189
2021/7/1,Henan,0.025408806
2021/7/1,Hubei,0.020049131
2021/7/1,Hunan,0.019178053
2021/7/1,Anhui,0.034967305
2021/7/1,Beijing,0.032639602
2021/7/1,Fujian,0.038611354
2021/7/1,Hebei,0.031880191
2021/7/1,InnerMongolia,0.015897477
2021/7/1,Jiangsu,0.09313221
2021/7/1,Jiangxi,0.023696666
2021/7/1,Shandong,0.066302949
2021/7/1,Shanghai,0.033861396
2021/7/1,Shanxi,0.017162825
2021/7/1,Tianjin,0.012525272
2021/7/1,Zhejiang,0.057980347
2021/7/1,Chongqing,0.049215373
2021/7/1,Gansu,0.018256005
2021/7/1,Guizhou,0.034498129
2021/7/1,Ningxia,0.007950908
2021/7/1,Qinghai,0.00592462
2021/7/1,Shaanxi,0.052277264
2021/7/1,Sichuan,0.09619814
2021/7/1,Tibet,0.003552925
2021/7/1,Xinjiang,0.028110877
2021/7/1,Yunnan,0.048366501
2021/8/1,Heilongjiang,0.01604638
2021/8/1,Jilin,0.015699002
2021/8/1,Liaoning,0.032467076
2021/8/1,Guangdong,0.040186458
2021/8/1,Guangxi,0.008190751
2021/8/1,Hainan,0.002070258
2021/8/1,Henan,0.019984422
2021/8/1,Hubei,0.015768954
2021/8/1,Hunan,0.015083838
2021/8/1,Anhui,0.036329066
2021/8/1,Beijing,0.033910714
2021/8/1,Fujian,0.040115029
2021/8/1,Hebei,0.033121728
2021/8/1,InnerMongolia,0.016516586
2021/8/1,Jiangsu,0.096759137
2021/8/1,Jiangxi,0.024619505
2021/8/1,Shandong,0.068885041
2021/8/1,Shanghai,0.035180089
2021/8/1,Shanxi,0.017831211
2021/8/1,Tianjin,0.013013054
2021/8/1,Zhejiang,0.060238325
2021/8/1,Chongqing,0.051163779
2021/8/1,Gansu,0.018978749
2021/8/1,Guizhou,0.035863888
2021/8/1,Ningxia,0.00826568
2021/8/1,Qinghai,0.006159172
2021/8/1,Shaanxi,0.054346889
2021/8/1,Sichuan,0.100006564
2021/8/1,Tibet,0.003693583
2021/8/1,Xinjiang,0.029223769
2021/8/1,Yunnan,0.050281301
2021/9/1,Heilongjiang,0.016852876
2021/9/1,Jilin,0.016488038
2021/9/1,Liaoning,0.03409888
2021/9/1,Guangdong,0.049090906
2021/9/1,Guangxi,0.010005644
2021/9/1,Hainan,0.002528982
2021/9/1,Henan,0.024412536
2021/9/1,Hubei,0.019263013
2021/9/1,Hunan,0.018426089
2021/9/1,Anhui,0.036141445
2021/9/1,Beijing,0.033735583
2021/9/1,Fujian,0.039907855
2021/9/1,Hebei,0.032950672
2021/9/1,InnerMongolia,0.016431286
2021/9/1,Jiangsu,0.096259426
2021/9/1,Jiangxi,0.024492358
2021/9/1,Shandong,0.068529286
2021/9/1,Shanghai,0.034998402
2021/9/1,Shanxi,0.017739123
2021/9/1,Tianjin,0.012945848
2021/9/1,Zhejiang,0.059927225
2021/9/1,Chongqing,0.047846719
2021/9/1,Gansu,0.017748315
2021/9/1,Guizhou,0.033538754
2021/9/1,Ningxia,0.007729798
2021/9/1,Qinghai,0.00575986
2021/9/1,Shaanxi,0.050823461
2021/9/1,Sichuan,0.093522919
2021/9/1,Tibet,0.00345412
2021/9/1,Xinjiang,0.027329128
2021/9/1,Yunnan,0.047021454
2021/10/1,Heilongjiang,0.01493059
2021/10/1,Jilin,0.013281242
2021/10/1,Liaoning,0.027679369
2021/10/1,Guangdong,0.050605031
2021/10/1,Guangxi,0.010066859
2021/10/1,Hainan,0.002634707
2021/10/1,Henan,0.023960819
2021/10/1,Hubei,0.020349868
2021/10/1,Hunan,0.018742705
2021/10/1,Anhui,0.037352512
2021/10/1,Beijing,0.03501391
2021/10/1,Fujian,0.042440046
2021/10/1,Hebei,0.035119744
2021/10/1,InnerMongolia,0.017836852
2021/10/1,Jiangsu,0.101177332
2021/10/1,Jiangxi,0.025753962
2021/10/1,Shandong,0.072250928
2021/10/1,Shanghai,0.037574814
2021/10/1,Shanxi,0.019641884
2021/10/1,Tianjin,0.013646665
2021/10/1,Zhejiang,0.063921107
2021/10/1,Chongqing,0.04533203
2021/10/1,Gansu,0.016646939
2021/10/1,Guizhou,0.031830915
2021/10/1,Ningxia,0.007349442
2021/10/1,Qinghai,0.005438783
2021/10/1,Shaanxi,0.048431131
2021/10/1,Sichuan,0.087515734
2021/10/1,Tibet,0.003380593
2021/10/1,Xinjiang,0.025975865
2021/10/1,Yunnan,0.044117619
2021/11/1,Heilongjiang,0.012659218
2021/11/1,Jilin,0.011260783
2021/11/1,Liaoning,0.02346854
2021/11/1,Guangdong,0.048419592
2021/11/1,Guangxi,0.00963211
2021/11/1,Hainan,0.002520924
2021/11/1,Henan,0.022926043
2021/11/1,Hubei,0.019471035
2021/11/1,Hunan,0.017933279
2021/11/1,Anhui,0.041117961
2021/11/1,Beijing,0.038543608
2021/11/1,Fujian,0.046718361
2021/11/1,Hebei,0.038660111
2021/11/1,InnerMongolia,0.019634957
2021/11/1,Jiangsu,0.111376861
2021/11/1,Jiangxi,0.028350179
2021/11/1,Shandong,0.079534432
2021/11/1,Shanghai,0.041362673
2021/11/1,Shanxi,0.021621952
2021/11/1,Tianjin,0.015022364
2021/11/1,Zhejiang,0.070364894
2021/11/1,Chongqing,0.040079149
2021/11/1,Gansu,0.014717963
2021/11/1,Guizhou,0.028142485
2021/11/1,Ningxia,0.006497821
2021/11/1,Qinghai,0.004808561
2021/11/1,Shaanxi,0.042819139
2021/11/1,Sichuan,0.077374787
2021/11/1,Tibet,0.002988864
2021/11/1,Xinjiang,0.022965894
2021/11/1,Yunnan,0.039005459
2021/12/1,Heilongjiang,0.015362844
2021/12/1,Jilin,0.013665746
2021/12/1,Liaoning,0.028480712
2021/12/1,Guangdong,0.052316963
2021/12/1,Guangxi,0.010407414
2021/12/1,Hainan,0.002723838
2021/12/1,Henan,0.024771397
2021/12/1,Hubei,0.02103829
2021/12/1,Hunan,0.019376758
2021/12/1,Anhui,0.03678827
2021/12/1,Beijing,0.034484994
2021/12/1,Fujian,0.041798952
2021/12/1,Hebei,0.034589229
2021/12/1,InnerMongolia,0.017567411
2021/12/1,Jiangsu,0.099648959
2021/12/1,Jiangxi,0.025364926
2021/12/1,Shandong,0.071159514
2021/12/1,Shanghai,0.037007214
2021/12/1,Shanxi,0.019345176
2021/12/1,Tianjin,0.01344052
2021/12/1,Zhejiang,0.062955522
2021/12/1,Chongqing,0.045573925
2021/12/1,Gansu,0.016735768
2021/12/1,Guizhou,0.032000767
2021/12/1,Ningxia,0.00738866
2021/12/1,Qinghai,0.005467805
2021/12/1,Shaanxi,0.048689563
2021/12/1,Sichuan,0.087982724
2021/12/1,Tibet,0.003398632
2021/12/1,Xinjiang,0.026114474
2021/12/1,Yunnan,0.044353034
2022/1/1,Heilongjiang,0.017645359
2022/1/1,Jilin,0.015271905
2022/1/1,Liaoning,0.036840655
2022/1/1,Guangdong,0.047546111
2022/1/1,Guangxi,0.009867955
2022/1/1,Hainan,0.002659258
2022/1/1,Henan,0.023738679
2022/1/1,Hubei,0.018026013
2022/1/1,Hunan,0.018448941
2022/1/1,Anhui,0.03631867
2022/1/1,Beijing,0.033039436
2022/1/1,Fujian,0.041623814
2022/1/1,Hebei,0.033553135
2022/1/1,InnerMongolia,0.017824322
2022/1/1,Jiangsu,0.097780501
2022/1/1,Jiangxi,0.025693782
2022/1/1,Shandong,0.06993965
2022/1/1,Shanghai,0.035134278
2022/1/1,Shanxi,0.019350115
2022/1/1,Tianjin,0.012419604
2022/1/1,Zhejiang,0.062778192
2022/1/1,Chongqing,0.044550155
2022/1/1,Gansu,0.017262454
2022/1/1,Guizhou,0.03353092
2022/1/1,Ningxia,0.007757841
2022/1/1,Qinghai,0.005802592
2022/1/1,Shaanxi,0.05059005
2022/1/1,Sichuan,0.088705082
2022/1/1,Tibet,0.00359848
2022/1/1,Xinjiang,0.027680561
2022/1/1,Yunnan,0.04502149
2022/2/1,Heilongjiang,0.018550964
2022/2/1,Jilin,0.016055698
2022/2/1,Liaoning,0.038731411
2022/2/1,Guangdong,0.050097722
2022/2/1,Guangxi,0.010397529
2022/2/1,Hainan,0.00280197
2022/2/1,Henan,0.02501264
2022/2/1,Hubei,0.018993398
2022/2/1,Hunan,0.019439023
2022/2/1,Anhui,0.035624144
2022/2/1,Beijing,0.032407619
2022/2/1,Fujian,0.040827837
2022/2/1,Hebei,0.032911494
2022/2/1,InnerMongolia,0.017483465
2022/2/1,Jiangsu,0.095910633
2022/2/1,Jiangxi,0.025202437
2022/2/1,Shandong,0.068602186
2022/2/1,Shanghai,0.034462401
2022/2/1,Shanxi,0.018980081
2022/2/1,Tianjin,0.012182103
2022/2/1,Zhejiang,0.061577678
2022/2/1,Chongqing,0.044446906
2022/2/1,Gansu,0.017222447
2022/2/1,Guizhou,0.033453209
2022/2/1,Ningxia,0.007739861
2022/2/1,Qinghai,0.005789143
2022/2/1,Shaanxi,0.050472803
2022/2/1,Sichuan,0.0884995
2022/2/1,Tibet,0.00359014
2022/2/1,Xinjiang,0.027616409
2022/2/1,Yunnan,0.044917148
2022/3/1,Heilongjiang,0.01162903
2022/3/1,Jilin,0.010064824
2022/3/1,Liaoning,0.024279533
2022/3/1,Guangdong,0.046863345
2022/3/1,Guangxi,0.009726251
2022/3/1,Hainan,0.002621071
2022/3/1,Henan,0.023397789
2022/3/1,Hubei,0.017767158
2022/3/1,Hunan,0.018184013
2022/3/1,Anhui,0.03402162
2022/3/1,Beijing,0.030949787
2022/3/1,Fujian,0.038991228
2022/3/1,Hebei,0.031430996
2022/3/1,InnerMongolia,0.016696985
2022/3/1,Jiangsu,0.091596167
2022/3/1,Jiangxi,0.024068725
2022/3/1,Shandong,0.06551617
2022/3/1,Shanghai,0.032912137
2022/3/1,Shanxi,0.018126276
2022/3/1,Tianjin,0.0116341
2022/3/1,Zhejiang,0.058807653
2022/3/1,Chongqing,0.052267914
2022/3/1,Gansu,0.020252959
2022/3/1,Guizhou,0.039339734
2022/3/1,Ningxia,0.00910179
2022/3/1,Qinghai,0.006807818
2022/3/1,Shaanxi,0.059354146
2022/3/1,Sichuan,0.104072133
2022/3/1,Tibet,0.004221872
2022/3/1,Xinjiang,0.032475874
2022/3/1,Yunnan,0.052820902
2022/4/1,Heilongjiang,
2022/4/1,Jilin,
2022/4/1,Liaoning,
2022/4/1,Guangdong,
2022/4/1,Guangxi,
2022/4/1,Hainan,
2022/4/1,Henan,
2022/4/1,Hubei,
2022/4/1,Hunan,
2022/4/1,Anhui,
2022/4/1,Beijing,
2022/4/1,Fujian,
2022/4/1,Hebei,
2022/4/1,InnerMongolia,
2022/4/1,Jiangsu,
2022/4/1,Jiangxi,
2022/4/1,Shandong,
2022/4/1,Shanghai,
2022/4/1,Shanxi,
2022/4/1,Tianjin,
2022/4/1,Zhejiang,
2022/4/1,Chongqing,
2022/4/1,Gansu,
2022/4/1,Guizhou,
2022/4/1,Ningxia,
2022/4/1,Qinghai,
2022/4/1,Shaanxi,
2022/4/1,Sichuan,
2022/4/1,Tibet,
2022/4/1,Xinjiang,
2022/4/1,Yunnan,
2022/5/1,Heilongjiang,
2022/5/1,Jilin,
2022/5/1,Liaoning,
2022/5/1,Guangdong,
2022/5/1,Guangxi,
2022/5/1,Hainan,
2022/5/1,Henan,
2022/5/1,Hubei,
2022/5/1,Hunan,
2022/5/1,Anhui,
2022/5/1,Beijing,
2022/5/1,Fujian,
2022/5/1,Hebei,
2022/5/1,InnerMongolia,
2022/5/1,Jiangsu,
2022/5/1,Jiangxi,
2022/5/1,Shandong,
2022/5/1,Shanghai,
2022/5/1,Shanxi,
2022/5/1,Tianjin,
2022/5/1,Zhejiang,
2022/5/1,Chongqing,
2022/5/1,Gansu,
2022/5/1,Guizhou,
2022/5/1,Ningxia,
2022/5/1,Qinghai,
2022/5/1,Shaanxi,
2022/5/1,Sichuan,
2022/5/1,Tibet,
2022/5/1,Xinjiang,
2022/5/1,Yunnan,
2022/6/1,Heilongjiang,
2022/6/1,Jilin,
2022/6/1,Liaoning,
2022/6/1,Guangdong,
2022/6/1,Guangxi,
2022/6/1,Hainan,
2022/6/1,Henan,
2022/6/1,Hubei,
2022/6/1,Hunan,
2022/6/1,Anhui,
2022/6/1,Beijing,
2022/6/1,Fujian,
2022/6/1,Hebei,
2022/6/1,InnerMongolia,
2022/6/1,Jiangsu,
2022/6/1,Jiangxi,
2022/6/1,Shandong,
2022/6/1,Shanghai,
2022/6/1,Shanxi,
2022/6/1,Tianjin,
2022/6/1,Zhejiang,
2022/6/1,Chongqing,
2022/6/1,Gansu,
2022/6/1,Guizhou,
2022/6/1,Ningxia,
2022/6/1,Qinghai,
2022/6/1,Shaanxi,
2022/6/1,Sichuan,
2022/6/1,Tibet,
2022/6/1,Xinjiang,
2022/6/1,Yunnan,
